"fld_sid","fld_fname","fld_email","fld_activationcode","fld_pswd","fld_phone","fld_mobile","fld_city","fld_level0","fld_category","fld_level1","fld_subcategory","fld_brandname","fld_brand","fld_bstype","fld_description","fld_estyear","fld_address","fld_pincode","fld_slogo","fld_swebsite","fld_b99status","fld_delstatus","fld_userstatus"
"261","Daspan",,,,,,"Madurai","Lighting","3","Indoor","1","Daspan","221","Manufacture",,,,,,,"0","0","1"
"262","Daspan",,,,,,"Madurai","Lighting","3","Outdoor","4","Daspan","221","Manufacture",,,,,,,"0","0","1"
"263","Daspan",,,,,,"Madurai","Lighting","3","Occupancy Sensors","3","Daspan","221","Manufacture",,,,,,,"0","0","1"
"264","Daspan",,,,,,"Madurai","Lighting","3","LED","2","Daspan","221","Manufacture",,,,,,,"0","0","1"
"265","Daspan",,,,,,"Madurai","Lighting","3","Fan","5","Daspan","221","Manufacture",,,,,,,"0","0","1"
"266","Glamour House",,,,,,"Madurai","Lighting","3","Indoor","1","Philips","5","Dealer",,,,,,,"0","0","1"
"267","Glamour House",,,,,,"Madurai","Lighting","3","Outdoor","4","Philips","5","Daaler",,,,,,,"0","0","1"
"268","Glamour House",,,,,,"Madurai","Lighting","3","Indoor","1","Futura","222","Daaler",,,,,,,"0","0","1"
"269","Glamour House",,,,,,"Madurai","Lighting","3","Outdoor","4","Futura","222","Daaler",,,,,,,"0","0","1"
"270","Glamour House",,,,,,"Madurai","Lighting","3","Indoor","1","Jaquar","223","Daaler",,,,,,,"0","0","1"
"271","Glamour House",,,,,,"Madurai","Lighting","3","Outdoor","4","Jaquar","223","Dealer",,,,,,,"0","0","1"
"272","Glamour House",,,,,,"Madurai","Electricals","12","Circuit Protection","1","Anchor-Panasonic","36","Dealer",,,,,,,"0","0","1"
"273","Glamour House",,,,,,"Madurai","Electricals","12","Switches and Accessories","3","Anchor-Panasonic","36","Dealer",,,,,,,"0","0","1"
"274","Glamour House",,,,,,"Madurai","Electricals","12","Wires and Cables","4","Anchor-Panasonic","36","Dealer",,,,,,,"0","0","1"
"275","Glamour House",,,,,,"Madurai","Flooring","1","Floor Tiles","2","Johnson","43","Dealer",,,,,,,"0","0","1"
"276","Glamour House",,,,,,"Madurai","Pumps and Motors","13","Pumps","1","Sathar","224","Dealer",,,,,,,"0","0","1"
"277","Glamour House",,,,,,"Madurai","Pumps and Motors","13","Motors","2","Sathar","224","Dealer",,,,,,,"0","0","1"
"278","Glamour House",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","Jaquar","118","Dealer",,,,,,,"0","0","1"
"279","Glamour House",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","Johnson","225","Dealer",,,,,,,"0","0","1"
"280","Glamour House",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","Hindware","120","Dealer",,,,,,,"0","0","1"
"281","Glamour House",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","Blancheflor","226","Dealer",,,,,,,"0","0","1"
"282","Super Electricals","super-mdu@yahoo.in",,,"0452-2345662",,"Madurai","Electricals","12","Wires and Cables","4","Finolex","2","Dealer",,,"119,west masi street,625001","625001",,,"1","0","1"
"283","Super Electricals","super-mdu@yahoo.in",,,"0452-2345662",,"Madurai","Electricals","12","Switches","3","Gold Metal","35","Dealer",,,"119,west masi street,625001","625001",,,"1","0","1"
"284","Super Electricals","super-mdu@yahoo.in",,,"0452-2345662",,"Madurai","Electricals","12","Switches","3","Gold Metal","31","Dealer",,,"119,west masi street,625001","625001",,,"1","0","1"
"285","Manoj Agencies","agenciesmanoj@yahoo.co.in",,,"0452-437148","9443969854","Madurai","Electricals","12","Wires and Cables","4","KUNDAN CAB","29","Dealer",,,"38,Kakathope street,Madurai","625001",,,"1","0","1"
"286","Mahaveer Cable Company",,,,"0452-2343452","9944831821","Madurai","Electricals","12","Wires and Cables","4","V-Guard","241","Dealer",,,,,,,"1","0","1"
"287","Tamilnadu Plywoods & Co","centtvin@yahoo.co.in",,,"0452-2345501","7200070247","Madurai","Doors and Windows","9","Doors","1",,,"Dealer",,,"279,Goodshed street,Opposite Axis Bank,Madurai","625001","Tamilnadu-doorking.jpg",,"1","0","1"
"288","Glamour House",,,,,,"Madurai","Pumps and Motors","13","Pumps","1","Sathar","224","Dealer",,,,,,,"1","0","0"
"289","Glamour House",,,,,,"Madurai","Pumps and Motors","13","Motors","2","Sathar","224","Dealer",,,,,,,"1","0","0"
"290","Glamour House",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","Jaquar","118","Dealer",,,,,,,"1","0","0"
"291","Glamour House",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","Johnson","225","Dealer",,,,,,,"1","0","0"
"292","Glamour House",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","Hindware","120","Dealer",,,,,,,"1","0","0"
"293","Glamour House",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","Blancheflor","226","Dealer",,,,,,,"1","0","0"
